;ColourChecker;patch_id;illuminant;X;Y;Z;R;G;B
272;CCDSG;I2;SPD30;0.22884708856128277;0.22626818850497682;0.30822828435537913;0.028702199459075928;0.054832130670547485;0.056032389402389526
273;CCDSG;I3;SPD30;0.3463350422193402;0.450309280011829;0.08828515198824355;0.04537618160247803;0.09944719076156616;0.02669072151184082
274;CCDSG;I4;SPD30;0.2943598932934822;0.19573787457570377;0.21563623972498655;0.04984477162361145;0.034540265798568726;0.03816196322441101
275;CCDSG;I5;SPD30;0.11155613116281643;0.119565318660309;0.09564989067286218;0.0143851637840271;0.02669382095336914;0.018510937690734863
276;CCDSG;I6;SPD30;0.4760420379368513;0.5087221696889226;0.3985825987682151;0.0661240816116333;0.12186580896377563;0.08409518003463745
277;CCDSG;I7;SPD30;0.2122170979738025;0.17911708918841446;0.05641119391666942;0.0336078405380249;0.02866557240486145;0.01013454794883728
278;CCDSG;I8;SPD30;0.13685412690069318;0.12549501780262678;0.051625601905784094;0.01974165439605713;0.021151810884475708;0.008754104375839233
279;CCDSG;I9;SPD30;0.1999816005176792;0.33534591197949737;0.09296969628957852;0.02188849449157715;0.08712354302406311;0.027344584465026855
280;CCDSG;J2;SPD30;0.30143681009644796;0.420546156518846;0.33566613930739975;0.03466334939002991;0.10936674475669861;0.07374706864356995
281;CCDSG;J3;SPD30;0.46344972530901857;0.4310206581901317;0.0596298763295296;0.07091760635375977;0.0754474401473999;0.016131043434143066
282;CCDSG;J4;SPD30;0.1343176970060645;0.19369015119540245;0.29501309845901863;0.013589471578598022;0.0604022741317749;0.06202039122581482
283;CCDSG;J5;SPD30;0.052064148960316824;0.056036146438573915;0.04471347781422654;0.006211012601852417;0.011693686246871948;0.008091628551483154
284;CCDSG;J6;SPD30;0.6800624891931976;0.7295206206122564;0.5696350747690869;0.09760043025016785;0.18073758482933044;0.12456968426704407
285;CCDSG;J7;SPD30;0.3866335253883716;0.34011463761149513;0.154000549637789;0.06333714723587036;0.06624305248260498;0.03307545185089111
286;CCDSG;J8;SPD30;0.42325660839333756;0.3825043457308688;0.16698210074307746;0.06862366199493408;0.07509934902191162;0.03704327344894409
287;CCDSG;J9;SPD30;0.3501130964473226;0.32846635702286925;0.0830053926347647;0.054622530937194824;0.06107747554779053;0.01780545711517334
288;CCDSG;K2;SPD30;0.678124438204588;0.6764029429416977;0.3918715373635678;0.09478986263275146;0.13999879360198975;0.08062514662742615
289;CCDSG;K3;SPD30;0.6389401118467949;0.7568185077507878;0.5331073484147384;0.08310490846633911;0.18329432606697083;0.11660456657409668
290;CCDSG;K4;SPD30;0.6391598042777719;0.6595161931574692;0.570879519490805;0.08986875414848328;0.15637940168380737;0.11748906970024109
291;CCDSG;K5;SPD30;0.5511214346997773;0.6408735090549458;0.5785068621661861;0.07442685961723328;0.1671319603919983;0.12520059943199158
292;CCDSG;K6;SPD30;0.4133160238029349;0.4423087557538292;0.3469706948104886;0.05815276503562927;0.10683232545852661;0.07366502285003662
293;CCDSG;K7;SPD30;0.16847009509120814;0.1803988603030011;0.13978648403360314;0.022498607635498047;0.041260600090026855;0.02805742621421814
294;CCDSG;K8;SPD30;0.060507112820897595;0.06476766447991389;0.0513678334805778;0.006315499544143677;0.011654704809188843;0.007995754480361938
295;CCDSG;K9;SPD30;0.2873292763340294;0.3443667807936397;0.08015745962628032;0.038228437304496765;0.07499772310256958;0.01974588632583618
296;CCDSG;L2;SPD30;0.09251637509439739;0.07180159527750352;0.04738223351654086;0.01428157091140747;0.011824697256088257;0.008413910865783691
297;CCDSG;L3;SPD30;0.28515848006045297;0.169395241812662;0.042560240523951486;0.05267322063446045;0.018958240747451782;0.008607298135757446
298;CCDSG;L4;SPD30;0.39303508806885856;0.31669399171938506;0.23188704368419902;0.06351792812347412;0.060160040855407715;0.04511183500289917
299;CCDSG;L5;SPD30;0.40835390832608603;0.32859074304110847;0.1823353726287897;0.06907345354557037;0.06052912771701813;0.03766663372516632
300;CCDSG;L6;SPD30;0.4736699214408981;0.34082706551669184;0.04440724105961852;0.08495631814002991;0.04686412215232849;0.010198593139648438
301;CCDSG;L7;SPD30;0.41728834899278644;0.479567332403261;0.053275829660226745;0.05710165202617645;0.09903308749198914;0.01627744734287262
302;CCDSG;L8;SPD30;0.31920199517050185;0.33491979894079427;0.07522104626876755;0.04789382219314575;0.06810787320137024;0.018650025129318237
303;CCDSG;L9;SPD30;0.3647782526475459;0.4844821648683133;0.07460179444076685;0.04599694907665253;0.11090908944606781;0.022891134023666382
304;CCDSG;M2;SPD30;0.25566873310141125;0.15547025151953708;0.09579194598610241;0.04432344436645508;0.0206453800201416;0.017130255699157715
305;CCDSG;M3;SPD30;0.0746959941035588;0.06052121537444164;0.05754323154482826;0.01127392053604126;0.011328279972076416;0.009939581155776978
306;CCDSG;M4;SPD30;0.2465530343375498;0.14585273538240104;0.05632401592522911;0.045489877462387085;0.01715981960296631;0.01067003607749939
307;CCDSG;M5;SPD30;0.37366176534820356;0.22929633488392612;0.058513138844230615;0.07180368900299072;0.0273321270942688;0.012027859687805176
308;CCDSG;M6;SPD30;0.6704841891798643;0.6146427589298703;0.07898556104771305;0.10652923583984375;0.1099795401096344;0.021950960159301758
309;CCDSG;M7;SPD30;0.6017476308570636;0.621279136741223;0.06281013276322236;0.09390240907669067;0.12364405393600464;0.020577192306518555
310;CCDSG;M8;SPD30;0.3704443208408659;0.44911189307095983;0.06641758200653648;0.051551997661590576;0.09899428486824036;0.020405679941177368
311;CCDSG;M9;SPD30;0.0709664426645278;0.06664835822202199;0.03718302159844994;0.00949445366859436;0.010822176933288574;0.005729764699935913
312;CCC;A1;SPD30;0.121733182430731;0.11039004899797426;0.05319430178870412;0.01738783753948447;0.020536116611810377;0.01130534984447338
313;CCC;A2;SPD30;0.3863107228390492;0.35577217611687767;0.18735163154852758;0.05588646876959153;0.06622528735502267;0.03905188007119261
314;CCC;A3;SPD30;0.17262658487874608;0.19206429535969696;0.2573401866722241;0.019269307454427082;0.047254209165219906;0.04617375503351659
315;CCC;A4;SPD30;0.1139068727340475;0.14172896647490688;0.054434200668009025;0.014300452338324653;0.030963238374686536;0.013081256254219714
316;CCC;A5;SPD30;0.2459168383365631;0.24099450428930833;0.32903869351207826;0.03081072112660349;0.056733308015046294;0.05746142069498698
