Date Saved,2022/06/19 09:29:43
Spectral Data 501[nm],0.038280036300
Spectral Data 502[nm],0.037489898503
Spectral Data 503[nm],0.036718476564
Spectral Data 504[nm],0.035976964980
Spectral Data 505[nm],0.035268496722
Spectral Data 506[nm],0.034583568573
Spectral Data 507[nm],0.033911593258
Spectral Data 508[nm],0.033242005855
Spectral Data 509[nm],0.032568823546
Spectral Data 510[nm],0.031896617264
Spectral Data 511[nm],0.031231427565
Spectral Data 512[nm],0.030579289421
Spectral Data 513[nm],0.029944481328
Spectral Data 514[nm],0.029325157404
Spectral Data 515[nm],0.028718164191
Spectral Data 516[nm],0.028120351955
Spectral Data 517[nm],0.027528995648
Spectral Data 518[nm],0.026943607256
Spectral Data 519[nm],0.026364389807
Spectral Data 520[nm],0.025791551918
Spectral Data 521[nm],0.025226378813
Spectral Data 522[nm],0.024677950889
Spectral Data 523[nm],0.024159137160
Spectral Data 524[nm],0.023682851344
Spectral Data 525[nm],0.023261141032
Spectral Data 526[nm],0.022896016017
Spectral Data 527[nm],0.022582672536
Spectral Data 528[nm],0.022316154093
Spectral Data 529[nm],0.022094625980
Spectral Data 530[nm],0.021984769031
Spectral Data 531[nm],0.022120019421
Spectral Data 532[nm],0.022636575624
Spectral Data 533[nm],0.023669930175
Spectral Data 534[nm],0.025303971022
Spectral Data 535[nm],0.027549281716
Spectral Data 536[nm],0.030411668122
Spectral Data 537[nm],0.033896442503
Spectral Data 538[nm],0.037901453674
Spectral Data 539[nm],0.042107526213
Spectral Data 540[nm],0.046170935035
Spectral Data 541[nm],0.049747999758
Spectral Data 542[nm],0.052573673427
Spectral Data 543[nm],0.054616536945
Spectral Data 544[nm],0.055888373405
Spectral Data 545[nm],0.056400962174
Spectral Data 546[nm],0.056177146733
Spectral Data 547[nm],0.055133845657
Spectral Data 548[nm],0.053193520755
Spectral Data 549[nm],0.050279617310
Spectral Data 550[nm],0.046338785440
Spectral Data 551[nm],0.041675265878
Spectral Data 552[nm],0.036807857454
Spectral Data 553[nm],0.032254844904
Spectral Data 554[nm],0.028529688716
Spectral Data 555[nm],0.025864152238
Spectral Data 556[nm],0.024060828611
Spectral Data 557[nm],0.022886488587
Spectral Data 558[nm],0.022107899189
Spectral Data 559[nm],0.021529585123
Spectral Data 560[nm],0.021103678271
Spectral Data 561[nm],0.020817851648
Spectral Data 562[nm],0.020659776405
Spectral Data 563[nm],0.020617559552
Spectral Data 564[nm],0.020683020353
Spectral Data 565[nm],0.020850447938
Spectral Data 566[nm],0.021114222705
Spectral Data 567[nm],0.021468715742
Spectral Data 568[nm],0.021911228076
Spectral Data 569[nm],0.022443659604
Spectral Data 570[nm],0.023068178445
Spectral Data 571[nm],0.023786958307
Spectral Data 572[nm],0.024594534189
