Date Saved,29/05/2022 20:53:50
Title,INDIGO-C7000-A_029_02°_3066K

Measuring Mode,Ambient
Viewing Angle [°],2
Tcp [K],3066
⊿uv,0.0017
Illuminance [lx],706
Illuminance [fc],65.6
Peak Wavelength [nm],599
Tristimulus Value X,753.5429
Tristimulus Value Y,706.3268
Tristimulus Value Z,273.7205
CIE1931 x,0.4347
CIE1931 y,0.4074
CIE1931 z,0.1579
CIE1976 u',0.2477
CIE1976 v',0.5224
Dominant Wavelength [nm],582
Purity [%],52.8
PPFD [umolm⁻²s⁻¹],10.1
CRI Ra,82.5
CRI R1,80.3
CRI R2,89.6
CRI R3,97.1
CRI R4,80.6
CRI R5,80.2
CRI R6,86.8
CRI R7,84.6
CRI R8,61.1
CRI R9,9.6
CRI R10,76.1
CRI R11,79.2
CRI R12,68.7
CRI R13,82.3
CRI R14,98.6
CRI R15,73.3
TM-30 Rf,85
TM-30 Rg,96
SSIt,77
SSId,52
SSI1,---
SSI2,---
TLCI,71
TLMF,---

Spectral Data 380[nm],0.000130328801
Spectral Data 385[nm],0.000185379293
Spectral Data 390[nm],0.000143196914
Spectral Data 395[nm],0.000016615082
Spectral Data 400[nm],0.000000000000
Spectral Data 405[nm],0.000025819705
Spectral Data 410[nm],0.000147260987
Spectral Data 415[nm],0.000280296867
Spectral Data 420[nm],0.000492728606
Spectral Data 425[nm],0.000838593522
Spectral Data 430[nm],0.001413500635
Spectral Data 435[nm],0.002388358349
Spectral Data 440[nm],0.003839580109
Spectral Data 445[nm],0.005443244707
Spectral Data 450[nm],0.006355615798
Spectral Data 455[nm],0.006029663607
Spectral Data 460[nm],0.004981742240
Spectral Data 465[nm],0.003990552854
Spectral Data 470[nm],0.003296199488
Spectral Data 475[nm],0.002888086252
Spectral Data 480[nm],0.002782569500
Spectral Data 485[nm],0.002964032348
Spectral Data 490[nm],0.003370627062
Spectral Data 495[nm],0.003929726314
Spectral Data 500[nm],0.004565443844
Spectral Data 505[nm],0.005203634035
Spectral Data 510[nm],0.005797409452
Spectral Data 515[nm],0.006307957228
Spectral Data 520[nm],0.006729050074
Spectral Data 525[nm],0.007089002989
Spectral Data 530[nm],0.007503238507
Spectral Data 535[nm],0.007920696400
Spectral Data 540[nm],0.008232850581
Spectral Data 545[nm],0.008571412414
Spectral Data 550[nm],0.009034541436
Spectral Data 555[nm],0.009533339180
Spectral Data 560[nm],0.010061291978
Spectral Data 565[nm],0.010619451292
Spectral Data 570[nm],0.011243106797
Spectral Data 575[nm],0.011917954311
Spectral Data 580[nm],0.012535877526
Spectral Data 585[nm],0.013075607829
Spectral Data 590[nm],0.013520592824
Spectral Data 595[nm],0.013762261719
Spectral Data 600[nm],0.013820152730
Spectral Data 605[nm],0.013785004616
Spectral Data 610[nm],0.013642614707
Spectral Data 615[nm],0.013372412883
Spectral Data 620[nm],0.012928027660
Spectral Data 625[nm],0.012341588736
Spectral Data 630[nm],0.011690448038
Spectral Data 635[nm],0.010989467613
Spectral Data 640[nm],0.010226510465
Spectral Data 645[nm],0.009424736723
Spectral Data 650[nm],0.008619488217
Spectral Data 655[nm],0.007825121284
Spectral Data 660[nm],0.007056268863
Spectral Data 665[nm],0.006336221006
Spectral Data 670[nm],0.005660207011
Spectral Data 675[nm],0.005025062244
Spectral Data 680[nm],0.004429392517
Spectral Data 685[nm],0.003877286101
Spectral Data 690[nm],0.003393625841
Spectral Data 695[nm],0.002984359162
Spectral Data 700[nm],0.002617568010
Spectral Data 705[nm],0.002275794744
Spectral Data 710[nm],0.001947268844
Spectral Data 715[nm],0.001625395380
Spectral Data 720[nm],0.001376008615
Spectral Data 725[nm],0.001221758430
Spectral Data 730[nm],0.001130278106
Spectral Data 735[nm],0.001069105463
Spectral Data 740[nm],0.001019449322
Spectral Data 745[nm],0.000981417252
Spectral Data 750[nm],0.000954372867
Spectral Data 755[nm],0.000775396707
Spectral Data 760[nm],0.000563621346
Spectral Data 765[nm],0.000601979729
Spectral Data 770[nm],0.000638977159
Spectral Data 775[nm],0.000646791945
Spectral Data 780[nm],0.000613387849

Spectral Data 380[nm],0.000103273676
Spectral Data 381[nm],0.000130485612
Spectral Data 382[nm],0.000152302833
Spectral Data 383[nm],0.000169387902
Spectral Data 384[nm],0.000182614967
Spectral Data 385[nm],0.000192857711
Spectral Data 386[nm],0.000200281094
Spectral Data 387[nm],0.000202944168
Spectral Data 388[nm],0.000198516675
Spectral Data 389[nm],0.000184668461
Spectral Data 390[nm],0.000159963573
Spectral Data 391[nm],0.000126045867
Spectral Data 392[nm],0.000085221822
Spectral Data 393[nm],0.000039797887
Spectral Data 394[nm],0.000000000000
Spectral Data 395[nm],0.000000000000
Spectral Data 396[nm],0.000000000000
Spectral Data 397[nm],0.000000000000
Spectral Data 398[nm],0.000000000000
Spectral Data 399[nm],0.000000000000
Spectral Data 400[nm],0.000000000000
Spectral Data 401[nm],0.000000000000
Spectral Data 402[nm],0.000000000000
Spectral Data 403[nm],0.000000000000
Spectral Data 404[nm],0.000000000000
Spectral Data 405[nm],0.000000000000
Spectral Data 406[nm],0.000030318832
Spectral Data 407[nm],0.000066517765
Spectral Data 408[nm],0.000098831180
Spectral Data 409[nm],0.000127167557
Spectral Data 410[nm],0.000151612985
Spectral Data 411[nm],0.000173520719
Spectral Data 412[nm],0.000194818393
Spectral Data 413[nm],0.000217437584
Spectral Data 414[nm],0.000243172559
Spectral Data 415[nm],0.000272716046
Spectral Data 416[nm],0.000306202506
Spectral Data 417[nm],0.000343760476
Spectral Data 418[nm],0.000385528459
Spectral Data 419[nm],0.000431743567
Spectral Data 420[nm],0.000482699455
Spectral Data 421[nm],0.000538690540
Spectral Data 422[nm],0.000600029889
Spectral Data 423[nm],0.000667253509
Spectral Data 424[nm],0.000741043768
Spectral Data 425[nm],0.000822085654
Spectral Data 426[nm],0.000911111769
Spectral Data 427[nm],0.001009540865
Spectral Data 428[nm],0.001119305962
Spectral Data 429[nm],0.001242352650
Spectral Data 430[nm],0.001380605507
Spectral Data 431[nm],0.001535615418
Spectral Data 432[nm],0.001708614291
Spectral Data 433[nm],0.001900823554
Spectral Data 434[nm],0.002113348572
Spectral Data 435[nm],0.002346828347
Spectral Data 436[nm],0.002601439133
Spectral Data 437[nm],0.002877246821
Spectral Data 438[nm],0.003174257232
Spectral Data 439[nm],0.003490475705
Spectral Data 440[nm],0.003821383696
Spectral Data 441[nm],0.004162291065
Spectral Data 442[nm],0.004508510232
Spectral Data 443[nm],0.004853733350
Spectral Data 444[nm],0.005188488867
Spectral Data 445[nm],0.005503009539
Spectral Data 446[nm],0.005787529983
Spectral Data 447[nm],0.006033100653
Spectral Data 448[nm],0.006233199965
Spectral Data 449[nm],0.006381756626
Spectral Data 450[nm],0.006472698413
Spectral Data 451[nm],0.006501554046
Spectral Data 452[nm],0.006471942645
Spectral Data 453[nm],0.006389810704
Spectral Data 454[nm],0.006261103321
Spectral Data 455[nm],0.006092093885
Spectral Data 456[nm],0.005891595967
Spectral Data 457[nm],0.005669591483
Spectral Data 458[nm],0.005436067469
Spectral Data 459[nm],0.005200731102
Spectral Data 460[nm],0.004969338421
Spectral Data 461[nm],0.004744849168
Spectral Data 462[nm],0.004530171398
Spectral Data 463[nm],0.004328140989
Spectral Data 464[nm],0.004139992874
Spectral Data 465[nm],0.003965278622
Spectral Data 466[nm],0.003803458298
Spectral Data 467[nm],0.003653993364
Spectral Data 468[nm],0.003516387427
Spectral Data 469[nm],0.003390212310
Spectral Data 470[nm],0.003275046824
Spectral Data 471[nm],0.003170473501
Spectral Data 472[nm],0.003076372901
Spectral Data 473[nm],0.002993308939
Spectral Data 474[nm],0.002921973588
Spectral Data 475[nm],0.002863058820
Spectral Data 476[nm],0.002817076864
Spectral Data 477[nm],0.002783957170
Spectral Data 478[nm],0.002763458528
Spectral Data 479[nm],0.002755339490
Spectral Data 480[nm],0.002759338357
Spectral Data 481[nm],0.002775065135
Spectral Data 482[nm],0.002802079311
Spectral Data 483[nm],0.002839940134
Spectral Data 484[nm],0.002888200572
Spectral Data 485[nm],0.002946236171
Spectral Data 486[nm],0.003013323760
Spectral Data 487[nm],0.003088742960
Spectral Data 488[nm],0.003171775257
Spectral Data 489[nm],0.003261846257
Spectral Data 490[nm],0.003358508227
Spectral Data 491[nm],0.003461314365
Spectral Data 492[nm],0.003569815308
Spectral Data 493[nm],0.003683469258
Spectral Data 494[nm],0.003801607993
Spectral Data 495[nm],0.003923553508
Spectral Data 496[nm],0.004048628733
Spectral Data 497[nm],0.004176137503
Spectral Data 498[nm],0.004305351060
Spectral Data 499[nm],0.004435534123
Spectral Data 500[nm],0.004565952811
Spectral Data 501[nm],0.004695980810
Spectral Data 502[nm],0.004825336859
Spectral Data 503[nm],0.004953811876
Spectral Data 504[nm],0.005081196781
Spectral Data 505[nm],0.005207261536
Spectral Data 506[nm],0.005331669003
Spectral Data 507[nm],0.005454046186
Spectral Data 508[nm],0.005574020557
Spectral Data 509[nm],0.005691208877
Spectral Data 510[nm],0.005805191584
Spectral Data 511[nm],0.005915525835
Spectral Data 512[nm],0.006021765992
Spectral Data 513[nm],0.006123506464
Spectral Data 514[nm],0.006220902782
Spectral Data 515[nm],0.006314547267
Spectral Data 516[nm],0.006405042950
Spectral Data 517[nm],0.006492972840
Spectral Data 518[nm],0.006578291766
Spectral Data 519[nm],0.006660215557
Spectral Data 520[nm],0.006737920456
Spectral Data 521[nm],0.006810596678
Spectral Data 522[nm],0.006878620014
Spectral Data 523[nm],0.006944471039
Spectral Data 524[nm],0.007010857575
Spectral Data 525[nm],0.007080485113
Spectral Data 526[nm],0.007155304775
Spectral Data 527[nm],0.007235232741
Spectral Data 528[nm],0.007319835946
Spectral Data 529[nm],0.007408681326
Spectral Data 530[nm],0.007500994019
Spectral Data 531[nm],0.007594585419
Spectral Data 532[nm],0.007686860859
Spectral Data 533[nm],0.007775227074
Spectral Data 534[nm],0.007857368328
Spectral Data 535[nm],0.007932838984
Spectral Data 536[nm],0.008001995273
Spectral Data 537[nm],0.008065198548
Spectral Data 538[nm],0.008122919127
Spectral Data 539[nm],0.008176938631
Spectral Data 540[nm],0.008229900151
Spectral Data 541[nm],0.008284461685
Spectral Data 542[nm],0.008343246765
Spectral Data 543[nm],0.008407897316
Spectral Data 544[nm],0.008479078300
Spectral Data 545[nm],0.008557417430
Spectral Data 546[nm],0.008643534966
Spectral Data 547[nm],0.008736859076
Spectral Data 548[nm],0.008835014887
Spectral Data 549[nm],0.008935511112
Spectral Data 550[nm],0.009035855532
Spectral Data 551[nm],0.009134368971
Spectral Data 552[nm],0.009231794626
Spectral Data 553[nm],0.009329319000
Spectral Data 554[nm],0.009428130463
Spectral Data 555[nm],0.009529252537
Spectral Data 556[nm],0.009632644244
Spectral Data 557[nm],0.009737839922
Spectral Data 558[nm],0.009844372049
Spectral Data 559[nm],0.009951788932
Spectral Data 560[nm],0.010059897788
Spectral Data 561[nm],0.010168715380
Spectral Data 562[nm],0.010278265923
Spectral Data 563[nm],0.010388579220
Spectral Data 564[nm],0.010500016622
Spectral Data 565[nm],0.010613480583
Spectral Data 566[nm],0.010729923844
Spectral Data 567[nm],0.010850295424
Spectral Data 568[nm],0.010975244455
Spectral Data 569[nm],0.011104408652
Spectral Data 570[nm],0.011237217113
Spectral Data 571[nm],0.011373096146
Spectral Data 572[nm],0.011511377059
Spectral Data 573[nm],0.011650676839
Spectral Data 574[nm],0.011789294891
Spectral Data 575[nm],0.011925525032
Spectral Data 576[nm],0.012057716027
Spectral Data 577[nm],0.012185191736
Spectral Data 578[nm],0.012308157980
Spectral Data 579[nm],0.012426850386
Spectral Data 580[nm],0.012541509233
Spectral Data 581[nm],0.012652613223
Spectral Data 582[nm],0.012761068530
Spectral Data 583[nm],0.012867825106
Spectral Data 584[nm],0.012973834760
Spectral Data 585[nm],0.013079522178
Spectral Data 586[nm],0.013183256611
Spectral Data 587[nm],0.013282941654
Spectral Data 588[nm],0.013376481831
Spectral Data 589[nm],0.013461933471
Spectral Data 590[nm],0.013538403437
Spectral Data 591[nm],0.013605570421
Spectral Data 592[nm],0.013663127087
Spectral Data 593[nm],0.013710788451
Spectral Data 594[nm],0.013748799451
Spectral Data 595[nm],0.013777987100
Spectral Data 596[nm],0.013799213804
Spectral Data 597[nm],0.013813345693
Spectral Data 598[nm],0.013821386732
Spectral Data 599[nm],0.013824698515
Spectral Data 600[nm],0.013824693859
Spectral Data 601[nm],0.013822786510
Spectral Data 602[nm],0.013820066117
Spectral Data 603[nm],0.013815708458
Spectral Data 604[nm],0.013808152638
Spectral Data 605[nm],0.013795834966
Spectral Data 606[nm],0.013777275570
Spectral Data 607[nm],0.013752363622
Spectral Data 608[nm],0.013722129166
Spectral Data 609[nm],0.013687640429
Spectral Data 610[nm],0.013649957255
Spectral Data 611[nm],0.013609288260
Spectral Data 612[nm],0.013564283028
Spectral Data 613[nm],0.013513424434
Spectral Data 614[nm],0.013455194421
Spectral Data 615[nm],0.013388379477
Spectral Data 616[nm],0.013313169591
Spectral Data 617[nm],0.013230123557
Spectral Data 618[nm],0.013139801100
Spectral Data 619[nm],0.013042757288
Spectral Data 620[nm],0.012939465232
Spectral Data 621[nm],0.012830346823
Spectral Data 622[nm],0.012715829536
Spectral Data 623[nm],0.012596343644
Spectral Data 624[nm],0.012472604401
Spectral Data 625[nm],0.012345714495
Spectral Data 626[nm],0.012216802686
Spectral Data 627[nm],0.012087000534
Spectral Data 628[nm],0.011957032606
Spectral Data 629[nm],0.011826363392
Spectral Data 630[nm],0.011694224551
Spectral Data 631[nm],0.011559848674
Spectral Data 632[nm],0.011422522366
Spectral Data 633[nm],0.011282226071
Spectral Data 634[nm],0.011139222421
Spectral Data 635[nm],0.010993771255
Spectral Data 636[nm],0.010846094228
Spectral Data 637[nm],0.010696165264
Spectral Data 638[nm],0.010543742217
Spectral Data 639[nm],0.010388568975
Spectral Data 640[nm],0.010230412707
Spectral Data 641[nm],0.010069679469
Spectral Data 642[nm],0.009907527827
Spectral Data 643[nm],0.009745158255
Spectral Data 644[nm],0.009583763778
Spectral Data 645[nm],0.009423791431
Spectral Data 646[nm],0.009264429100
Spectral Data 647[nm],0.009104740806
Spectral Data 648[nm],0.008943790570
Spectral Data 649[nm],0.008781193756
Spectral Data 650[nm],0.008617952466
Spectral Data 651[nm],0.008455276489
Spectral Data 652[nm],0.008294375613
Spectral Data 653[nm],0.008136078715
Spectral Data 654[nm],0.007979742251
Spectral Data 655[nm],0.007824366912
Spectral Data 656[nm],0.007668951526
Spectral Data 657[nm],0.007512747776
Spectral Data 658[nm],0.007356561255
Spectral Data 659[nm],0.007201760076
Spectral Data 660[nm],0.007049711421
Spectral Data 661[nm],0.006901623681
Spectral Data 662[nm],0.006757189520
Spectral Data 663[nm],0.006615252234
Spectral Data 664[nm],0.006474645343
Spectral Data 665[nm],0.006334278267
Spectral Data 666[nm],0.006194218528
Spectral Data 667[nm],0.006055476610
Spectral Data 668[nm],0.005919091403
Spectral Data 669[nm],0.005786061287
Spectral Data 670[nm],0.005656365305
Spectral Data 671[nm],0.005528826732
Spectral Data 672[nm],0.005402197130
Spectral Data 673[nm],0.005275254138
Spectral Data 674[nm],0.005147834308
Spectral Data 675[nm],0.005021120422
Spectral Data 676[nm],0.004896377213
Spectral Data 677[nm],0.004774850793
Spectral Data 678[nm],0.004656873643
Spectral Data 679[nm],0.004541459959
Spectral Data 680[nm],0.004427520093
Spectral Data 681[nm],0.004313976504
Spectral Data 682[nm],0.004200526979
Spectral Data 683[nm],0.004088112153
Spectral Data 684[nm],0.003977785353
Spectral Data 685[nm],0.003870593850
Spectral Data 686[nm],0.003767156973
Spectral Data 687[nm],0.003667335026
Spectral Data 688[nm],0.003570905421
Spectral Data 689[nm],0.003477647435
Spectral Data 690[nm],0.003387419274
Spectral Data 691[nm],0.003300232813
Spectral Data 692[nm],0.003216122743
Spectral Data 693[nm],0.003135123989
Spectral Data 694[nm],0.003057052381
Spectral Data 695[nm],0.002981225727
Spectral Data 696[nm],0.002906891052
Spectral Data 697[nm],0.002833296778
Spectral Data 698[nm],0.002759967698
Spectral Data 699[nm],0.002687150147
Spectral Data 700[nm],0.002615212696
Spectral Data 701[nm],0.002544522984
Spectral Data 702[nm],0.002475315239
Spectral Data 703[nm],0.002407426247
Spectral Data 704[nm],0.002340618987
Spectral Data 705[nm],0.002274656435
Spectral Data 706[nm],0.002209284808
Spectral Data 707[nm],0.002144208178
Spectral Data 708[nm],0.002079117345
Spectral Data 709[nm],0.002013703343
Spectral Data 710[nm],0.001947761164
Spectral Data 711[nm],0.001881438890
Spectral Data 712[nm],0.001814961783
Spectral Data 713[nm],0.001748554874
Spectral Data 714[nm],0.001682698261
Spectral Data 715[nm],0.001618723501
Spectral Data 716[nm],0.001558139687
Spectral Data 717[nm],0.001502456493
Spectral Data 718[nm],0.001452700584
Spectral Data 719[nm],0.001408312237
Spectral Data 720[nm],0.001368416473
Spectral Data 721[nm],0.001332137967
Spectral Data 722[nm],0.001298797317
Spectral Data 723[nm],0.001268335385
Spectral Data 724[nm],0.001240804442
Spectral Data 725[nm],0.001216257340
Spectral Data 726[nm],0.001194627024
Spectral Data 727[nm],0.001175492769
Spectral Data 728[nm],0.001158367959
Spectral Data 729[nm],0.001142766443
Spectral Data 730[nm],0.001128286123
Spectral Data 731[nm],0.001114767860
Spectral Data 732[nm],0.001102096285
Spectral Data 733[nm],0.001090156147
Spectral Data 734[nm],0.001078847796
Spectral Data 735[nm],0.001068112440
Spectral Data 736[nm],0.001057899324
Spectral Data 737[nm],0.001048157923
Spectral Data 738[nm],0.001038776129
Spectral Data 739[nm],0.001029475476
Spectral Data 740[nm],0.001019951771
Spectral Data 741[nm],0.001009901753
Spectral Data 742[nm],0.000999402488
Spectral Data 743[nm],0.000989509048
Spectral Data 744[nm],0.000981431571
Spectral Data 745[nm],0.000976378331
Spectral Data 746[nm],0.000974779949
Spectral Data 747[nm],0.000975125353
Spectral Data 748[nm],0.000975605042
Spectral Data 749[nm],0.000974403287
Spectral Data 750[nm],0.000969244982
Spectral Data 751[nm],0.000956816017
Spectral Data 752[nm],0.000933617586
Spectral Data 753[nm],0.000896159559
Spectral Data 754[nm],0.000843666610
Spectral Data 755[nm],0.000781626732
Spectral Data 756[nm],0.000716388808
Spectral Data 757[nm],0.000654297357
Spectral Data 758[nm],0.000600736996
Spectral Data 759[nm],0.000558950938
Spectral Data 760[nm],0.000531892641
Spectral Data 761[nm],0.000522501650
Spectral Data 762[nm],0.000531100901
Spectral Data 763[nm],0.000552337267
Spectral Data 764[nm],0.000580113847
Spectral Data 765[nm],0.000608336646
Spectral Data 766[nm],0.000632110925
Spectral Data 767[nm],0.000649116002
Spectral Data 768[nm],0.000657337951
Spectral Data 769[nm],0.000654777861
Spectral Data 770[nm],0.000642443541
Spectral Data 771[nm],0.000627402507
Spectral Data 772[nm],0.000617413782
Spectral Data 773[nm],0.000620186445
Spectral Data 774[nm],0.000637406018
Spectral Data 775[nm],0.000659059617
Spectral Data 776[nm],0.000673789880
Spectral Data 777[nm],0.000670311274
Spectral Data 778[nm],0.000644445943
Spectral Data 779[nm],0.000605402805
Spectral Data 780[nm],0.000563901442

TM-30 Color Vector Graphic,Reference Illuminant x,Reference Illuminant y,Measured Illuminant x,Measured Illuminant y
bin1,0.9794715,0.2015826,0.8730529,0.1733662
bin2,0.7926509,0.6096758,0.6877651,0.6176689
bin3,0.5549253,0.8319002,0.446294,0.8629281
bin4,0.1300823,0.9915032,0.06327971,1.014408
bin5,-0.1912563,0.9815401,-0.2325682,0.9865614
bin6,-0.5929807,0.8052167,-0.5854332,0.8376409
bin7,-0.8096746,0.5868791,-0.7412835,0.6226695
bin8,-0.956937,0.2902959,-0.9126884,0.2960843
bin9,-0.9817559,-0.1901459,-0.910305,-0.2097114
bin10,-0.8333524,-0.552742,-0.7357923,-0.6019955
bin11,-0.557301,-0.8303105,-0.4461774,-0.8964154
bin12,-0.2652205,-0.9641878,-0.2496259,-1.034543
bin13,0.1644437,-0.9863865,0.1214411,-1.043788
bin14,0.540495,-0.8413472,0.4559697,-0.9616621
bin15,0.8377457,-0.5460606,0.7487014,-0.6402559
bin16,0.9671294,-0.2542847,0.8670952,-0.3846305
