Date Saved,2022/06/19 09:29:46
Spectral Data 440[nm],0.010448841378
Spectral Data 441[nm],0.009537038393
Spectral Data 442[nm],0.008586226031
Spectral Data 443[nm],0.007652670145
Spectral Data 444[nm],0.006781230215
Spectral Data 445[nm],0.006015910767
Spectral Data 446[nm],0.005400575697
Spectral Data 447[nm],0.004955609795
Spectral Data 448[nm],0.004653074779
Spectral Data 449[nm],0.004459168296
Spectral Data 450[nm],0.004340093117
Spectral Data 451[nm],0.004266864154
Spectral Data 452[nm],0.004224761855
Spectral Data 453[nm],0.004201713949
Spectral Data 454[nm],0.004185649101
Spectral Data 455[nm],0.004166480619
Spectral Data 456[nm],0.004143078346
Spectral Data 457[nm],0.004116835073
Spectral Data 458[nm],0.004089144524
Spectral Data 459[nm],0.004060855601
Spectral Data 460[nm],0.004029245116
Spectral Data 461[nm],0.003990045283
Spectral Data 462[nm],0.003938977607
Spectral Data 463[nm],0.003872376401
Spectral Data 464[nm],0.003793286160
Spectral Data 465[nm],0.003708804725
Spectral Data 466[nm],0.003626080696
Spectral Data 467[nm],0.003552022157
Spectral Data 468[nm],0.003489030758
Spectral Data 469[nm],0.003435554449
Spectral Data 470[nm],0.003389910795
Spectral Data 471[nm],0.003350613872
Spectral Data 472[nm],0.003325037425
Spectral Data 473[nm],0.003331535263
Spectral Data 474[nm],0.003389050253
Spectral Data 475[nm],0.003516497323
Spectral Data 476[nm],0.003730230965
Spectral Data 477[nm],0.004042021465
Spectral Data 478[nm],0.004463164601
Spectral Data 479[nm],0.005004925653
Spectral Data 480[nm],0.005666396581
Spectral Data 481[nm],0.006414601579
Spectral Data 482[nm],0.007211270742
Spectral Data 483[nm],0.008018138818
Spectral Data 484[nm],0.008795602247
Spectral Data 485[nm],0.009496679530
Spectral Data 486[nm],0.010073159821
Spectral Data 487[nm],0.010476831347
Spectral Data 488[nm],0.010667139664
Spectral Data 489[nm],0.010648933239
Spectral Data 490[nm],0.010443736799
Spectral Data 491[nm],0.010073102079
Spectral Data 492[nm],0.009559619240
Spectral Data 493[nm],0.008935375139
Spectral Data 494[nm],0.008237637579
Spectral Data 495[nm],0.007503733970
Spectral Data 496[nm],0.006769916043
Spectral Data 497[nm],0.006057190709
Spectral Data 498[nm],0.005374792032
Spectral Data 499[nm],0.004731616005
Spectral Data 500[nm],0.004136516247
Spectral Data 501[nm],0.003595700022
Spectral Data 502[nm],0.003112415783
Spectral Data 503[nm],0.002689819783
Spectral Data 504[nm],0.002330977004
Spectral Data 505[nm],0.002034094417
Spectral Data 506[nm],0.001789824339
Spectral Data 507[nm],0.001588130603
Spectral Data 508[nm],0.001418984495
Spectral Data 509[nm],0.001274160692
Spectral Data 510[nm],0.001149572781
Spectral Data 511[nm],0.001041712356
Spectral Data 512[nm],0.000947071356
Spectral Data 513[nm],0.000862473040
Spectral Data 514[nm],0.000785863434
Spectral Data 515[nm],0.000715435541
Spectral Data 516[nm],0.000649382302
Spectral Data 517[nm],0.000585458882
Spectral Data 518[nm],0.000518978573
Spectral Data 519[nm],0.000444523408
Spectral Data 520[nm],0.000356677891
Spectral Data 521[nm],0.000252767786
Spectral Data 522[nm],0.000150558990
Spectral Data 523[nm],0.000077656412
Spectral Data 524[nm],0.000061758183
Spectral Data 525[nm],0.000128989341
Spectral Data 526[nm],0.000287147152
Spectral Data 527[nm],0.000531595433
Spectral Data 528[nm],0.000857421546
Spectral Data 529[nm],0.001263335813
Spectral Data 530[nm],0.001827579574
Spectral Data 531[nm],0.002705875551
Spectral Data 532[nm],0.004057159647
Spectral Data 533[nm],0.006037977058
Spectral Data 534[nm],0.008688244037
Spectral Data 535[nm],0.011883680709
Spectral Data 536[nm],0.015487872995
Spectral Data 537[nm],0.019364520907
Spectral Data 538[nm],0.023354329169
Spectral Data 539[nm],0.027249943465
Spectral Data 540[nm],0.030839370564
Spectral Data 541[nm],0.033910643309
Spectral Data 542[nm],0.036283176392
Spectral Data 543[nm],0.037869699299
Spectral Data 544[nm],0.038600161672
Spectral Data 545[nm],0.038404531777
Spectral Data 546[nm],0.037253867835
Spectral Data 547[nm],0.035260874778
Spectral Data 548[nm],0.032588098198
Spectral Data 549[nm],0.029398359358
Spectral Data 550[nm],0.025852706283
Spectral Data 551[nm],0.022142603993
Spectral Data 552[nm],0.018474441022
Spectral Data 553[nm],0.015052949078
Spectral Data 554[nm],0.012081141584
Spectral Data 555[nm],0.009655431844
Spectral Data 556[nm],0.007709549274
Spectral Data 557[nm],0.006163865793
Spectral Data 558[nm],0.004938750528
Spectral Data 559[nm],0.003962893039
Spectral Data 560[nm],0.003198344260
Spectral Data 561[nm],0.002614978002
Spectral Data 562[nm],0.002182666445
Spectral Data 563[nm],0.001872000867
Spectral Data 564[nm],0.001661254792
Spectral Data 565[nm],0.001533657312
Spectral Data 566[nm],0.001472539618
Spectral Data 567[nm],0.001461323351
Spectral Data 568[nm],0.001489995862
Spectral Data 569[nm],0.001558608492
Spectral Data 570[nm],0.001668004552
Spectral Data 571[nm],0.001819027588
Spectral Data 572[nm],0.002017301274
Spectral Data 573[nm],0.002285937546
Spectral Data 574[nm],0.002652829047
Spectral Data 575[nm],0.003145868191
Spectral Data 576[nm],0.003789376700
Spectral Data 577[nm],0.004566266667
Spectral Data 578[nm],0.005432999693
Spectral Data 579[nm],0.006345623173
Spectral Data 580[nm],0.007259982638
Spectral Data 581[nm],0.008128376678
Spectral Data 582[nm],0.008897995576
Spectral Data 583[nm],0.009515259415
Spectral Data 584[nm],0.009926584549
Spectral Data 585[nm],0.010095599107
Spectral Data 586[nm],0.010054752231
Spectral Data 587[nm],0.009853701107
Spectral Data 588[nm],0.009542102925
Spectral Data 589[nm],0.009170838632
Spectral Data 590[nm],0.008789781481
Spectral Data 591[nm],0.008449293673
Spectral Data 592[nm],0.008200315759
Spectral Data 593[nm],0.008092146367
Spectral Data 594[nm],0.008110180497
Spectral Data 595[nm],0.008156802505
Spectral Data 596[nm],0.008128848858
Spectral Data 597[nm],0.007923272438
Spectral Data 598[nm],0.007510783151
Spectral Data 599[nm],0.007062941790
Spectral Data 600[nm],0.006785175763
Spectral Data 601[nm],0.006882911548
Spectral Data 602[nm],0.007540463470
Spectral Data 603[nm],0.008820643649
Spectral Data 604[nm],0.010739023797
Spectral Data 605[nm],0.013310928829
Spectral Data 606[nm],0.016537435353
Spectral Data 607[nm],0.020205438137
Spectral Data 608[nm],0.023927498609
Spectral Data 609[nm],0.027310438454
Spectral Data 610[nm],0.029963131994
Spectral Data 611[nm],0.031641311944
Spectral Data 612[nm],0.032343018800
